voice_group_id,name,member_character_ids,gender,age_group,role,personality_traits,speakable_line_count,generation_status,review_reasons,voice_design_prompt
13d869a204574b51,杂货-刘秀儿,10235 | 10282,female,young_adult,杂货店老板,谨慎 | 无奈,10,ready,,确定人物设定：青年女性角色，声线必须保持这一年龄与性别呈现。一位年轻女性杂货店老板，声音高亢，语速中等，音色清亮，咬字清晰，情绪无奈，带着商人的礼貌和谨慎。
240a555f8db8b695,柳生,11910,male,middle_aged,unknown,热心 | 诚实,10,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。由于信息不足，无法生成具体声音描述。
e3adcdfb96ea8888,渊军头目,45393,male,middle_aged,军官,凶狠 | 狡猾,10,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性军官，声音低沉，语速中等，咬字有力，语气凶狠，充满威胁和命令感。
e646fc765f74bd6c,王家仆人,10257,male,middle_aged,仆人,嚣张 | 势利 | 粗暴,10,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性仆人，声音粗犷，语速较快，语气嚣张，常带威胁和辱骂，情绪粗暴，整体给人嚣张势利的感觉。
fca5d6c8ed1a5940,船夫,17001,male,elderly,船夫,朴实 | 谨慎 | 热心,10,ready,,确定人物设定：老年男性角色，声线必须保持这一年龄与性别呈现。一位老年男性船夫，声音中等音高，语速较慢，音色略带沧桑，咬字清晰但带地方口音，情绪底色温和，有时透出无奈。
ee6ece1a6291e69e,蒙桑伽,13101,male,middle_aged,铁匠,豪爽 | 自信 | 热情,10,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性铁匠，声音低沉，语速中等，音色浑厚，咬字清晰，情绪底色豪爽热情。
09e7fdd5500ff37f,赖丑丑,17020,male,middle_aged,平民,自信 | 幽默,10,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性平民，声音普通，语速中等，咬字清晰，语气轻松，带有自信和幽默感。
72d92e0487c6ebc3,隆大松,19606,male,adult,寻药人,执着 | 深情 | 疲惫,10,ready,,确定人物设定：成年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性，声音低沉，音调低，语速缓慢，语气疲惫但坚定，咬字清晰但无力，情绪深情执着，带有为救人所坚持的沧桑感。
88c21cc725dbe605,雷炼,11506,male,middle_aged,铁匠,精明 | 健谈 | 略带市侩,10,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位中年男性铁匠，声音中等音高，语速中等，音色厚实带点粗犷，咬字清晰有力，情绪热情，带点推销的狡黠感。
1f55ee33c5da0b0d,霹雳门弟子,12603 | 19712,male,young_adult,弟子,担忧 | 谨慎,10,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位年轻男性弟子，声音年轻，语速中等，咬字清晰，情绪忧虑谨慎，话语中透露出对门中事务的担忧。
911524e119223e45,黑羽剑-贺兰仇,19509,male,young_adult,剑客,谨慎 | 低调,10,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位关外剑客，声音低沉，语速缓慢，语气警惕而低调，说话简短，体现谨慎性格。
3eb63642d30f0e6b,龙桑加,12702,male,young_adult,unknown,孝顺 | 感恩 | 忧虑,10,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位性别不明的武侠，声音低沉，语速缓慢，音色低沉，咬字清晰，情绪底色忧虑，带有感恩之情。
8c68206ec035e6d6,？？？,17113,female,young_adult,名剑山庄弟子,文雅 | 感性 | 孝顺,10,ready,,确定人物设定：青年女性角色，声线必须保持这一年龄与性别呈现。一位年轻女性名剑山庄弟子，声音柔美，音调中等，语速缓慢，说话文雅含蓄，带有诗意和感性。
de9c488140c25264,？？？,19831,female,young_adult,unknown,古怪 | 自由,10,ready,,确定人物设定：青年女性角色，声线必须保持这一年龄与性别呈现。一位年轻女性，音高较高，音色清亮，语速中等，力度中等，咬字清晰，情绪底色古怪，带有自由不羁的气质。
b838c346b12fc70c,典航,19716,male,adult,弟子,口吃 | 紧张 | 胆小,9,ready,,确定人物设定：成年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性弟子，声音普通，语速慢，说话结巴，语气畏缩，断断续续，体现其紧张和胆小，可能因害怕而颤抖。
dda520d531dbb279,双河村村长,11300,male,elderly,村长,和善 | 热情 | 朴实,9,ready,,确定人物设定：老年男性角色，声线必须保持这一年龄与性别呈现。一位老年男性村长，声音苍老温和，语速较慢，语气和蔼热情，带有朴实的长者风范。
20e33b84583d60df,圆悟,5510,male,elderly,少林戒律院首座,执法严明 | 稳重 | 有威望,9,ready,,确定人物设定：老年男性角色，声线必须保持这一年龄与性别呈现。一位老年男性，约六十岁以上，声音低沉而浑厚，音调低，语速适中，说话庄重正式，情绪庄重而平和，符合少林戒律院首座的身份。
cda60066daeda9ff,姜成,19001,male,young_adult,平民,谨慎 | 好奇,9,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位青年男性，声音中等音高，语速中等，音色略带憨厚，咬字清晰，情绪谨慎好奇，符合平民身份。
ed3d2752f5206d63,小豆子,19203,male,child,村民,天真 | 单纯,9,ready,,确定人物设定：儿童男性角色，声线必须保持这一年龄与性别呈现。一位儿童，声音高亢，语速较快，音色清脆，咬字清晰但带有童音，语气活泼天真，充满童真感。
81d0458082c98c57,少林铜人,45282,male,young_adult,少林寺弟子,沉稳 | 威严,9,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性少林铜人，声音低沉，语速较慢，力度中等，咬字清晰稳重，带着庄重和威严的气质，说话时不容置疑。
bf163fcf54989c19,开碑手·周斛,11612,male,middle_aged,山野流寇,粗犷 | 直率 | 悔悟,9,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位中年男性山野流寇，声音粗犷沙哑，语速中等，咬字清晰但带土气，语气直率，情绪多变，时而愤怒时而感慨。
0d4c21740703271d,成老,19303,male,elderly,商人,精明 | 爱面子 | 有些吝啬,9,ready,,确定人物设定：老年男性角色，声线必须保持这一年龄与性别呈现。一位老年男性商人，声音低沉苍老，略带沙哑，语速中等，语气圆滑世故，咬字清晰但有时含糊，情绪底色是精明算计，偶尔流露出爱面子的固执。
d34bdfd8e66fa7c7,护卫,19729,male,adult,护卫,尽职 | 抱怨,9,ready,,确定人物设定：成年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性护卫，声音普通，语速中等，语气严肃，带命令口吻，体现其尽职和抱怨。
1e0828f5755264e1,晋庸,12001,male,elderly,大夫,敬业 | 忙碌 | 严谨,9,ready,,确定人物设定：老年男性角色，声线必须保持这一年龄与性别呈现。一位老年男性大夫，声音低沉苍老，语速适中，说话专业严谨，措辞文雅，透露出忙碌和疲惫，但依然认真负责。
393cc4631c436747,杨开,10404,male,middle_aged,北山村猎户,朴实 | 感恩,9,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性猎户，声音朴实诚恳，语速中等，音色略带粗犷，咬字清晰，情绪平和而真诚，带有乡野质朴感。
15124645cf618386,柳氏,10126,female,middle_aged,村民,急躁 | 无奈,9,ready,,确定人物设定：中年女性角色，声线必须保持这一年龄与性别呈现。一位中年女性村民，声音明亮略带尖锐，语速较快，咬字清晰有力，语气急切，带点抱怨，情绪急躁无奈。
515f77d56ae255f5,灵剑仙猿,19860,nonhuman,ageless,nonhuman,野性 | 原始,9,ready,,确定人物设定：超越常人年龄感的角色，声线必须保持这一年龄与性别呈现。非人类生物，声音低沉粗犷，类似野兽吼叫，语速缓慢，带有原始野性，无清晰咬字。
d0ffec121015f333,玄火密卫,45540 | 45303,male,adult,密卫,冷酷 | 忠诚,9,ready,,确定人物设定：成年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性密卫，声音冷硬，语速中等，咬字有力，语气冷酷，带有威胁和忠诚。
3cb299c9b81782ca,王大嘴,10119,male,middle_aged,村民,嘴快 | 热情,9,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位中年男性村民，声音明亮略带油滑，语速较快，咬字清晰有力，情绪热情外放，说话时带有夸张的语气，爱说闲话。
0b5aeee429b0301f,老李,10117,male,middle_aged,村民,老实本分 | 感恩,9,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位中年男性村民，声音朴实厚道，语速适中，咬字清晰，带有乡村的质朴感，情绪平和友善，感恩时语气真诚。
f331eeca9a7ad6c1,背剑老猿,17302,nonhuman,ageless,nonhuman,,9,ready,,确定人物设定：超越常人年龄感的角色，声线必须保持这一年龄与性别呈现。非人类角色，声音为猴类叫声，音调高，语速快，能量高，音色尖锐，情绪可能活泼或警觉，无需人类语言。
17f8f13f0918d927,衙役,19834,male,young_adult,衙役,恭敬,9,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位年轻男性衙役，音高适中，音色普通，语速中等，力度中等，咬字清晰，情绪底色恭敬，带有下属的谦卑感。
6fcbbc261cf8325b,轻鸿,7004 | 7003,female,young_adult,天山派弟子,绝望 | 勇敢 | 护短,9,ready,,确定人物设定：青年女性角色，声线必须保持这一年龄与性别呈现。一位年轻女性天山派弟子，声音清亮而颤抖，语速快，语气激动，说话时带着绝望和恳求，情绪强烈，常带哭腔。
48f7031e2d8c6c74,郭蓉,11906,female,young_adult,侠女,直率 | 聪慧 | 独立,9,ready,,确定人物设定：青年女性角色，声线必须保持这一年龄与性别呈现。一位年轻女性侠客，声音清亮，音调中等，语速适中，说话干脆利落，带有自信和从容，偶尔带点讽刺意味，咬字清晰，有江湖儿女的爽朗。
6461317939018598,？？？,12017,male,adult,unknown,有礼 | 执着 | 侠义,9,ready,,确定人物设定：成年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性，声音温润沉稳，语速适中，咬字清晰，说话客气有礼，解释事情时详细耐心，透出执着与侠义。
c60d95fbbc1d5edc,三清殿弟子,5004 | 5005,male,young_adult,武当弟子,侠义 | 恭敬,8,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位年轻的武当弟子，性别不明，声音清朗，语速适中，咬字清晰，情绪平和，带有恭敬和侠义感。
b9c32c167ad54a77,元松,10028,male,middle_aged,武当派弟子,傲慢 | 固执 | 忠诚,8,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位中年男性武当派弟子，声音清朗，语速中等，力度强，咬字清晰，情绪底色是傲慢强硬，说话带命令口吻，透出对门派的忠诚和固执。
d862d0be7e9001ad,刘妙女,12104,female,young_adult,裁缝,柔弱 | 易哭 | 感恩,8,ready,,确定人物设定：青年女性角色，声线必须保持这一年龄与性别呈现。一位年轻女性，声音清脆但柔弱，音高较高，语速较慢，力度较轻，咬字清晰但常带哭腔，情绪底色悲伤而感激，符合裁缝身份。
e5397aa8234b9d47,刘掌柜,19109,male,middle_aged,客栈掌柜,热情 | 谨慎,8,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位中年男性客栈掌柜，声音圆润，语速适中，语气热情，带着市井的亲切感，偶尔透出谨慎。
cf358a8b72dc3b35,南洋商人,19840,male,middle_aged,商人,精明 | 世故 | 善于言辞,8,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位中年男性商人，声音略带沙哑，语速适中，语气圆滑世故，善于言辞，常带叹息。
9cf6d20eb37a5c5d,商人,12503,male,young_adult,商人,精明 | 健谈 | 善于推销,8,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性商人，声音圆滑，音高适中，语速较快，力度较强，咬字清晰，带商贩油腔，情绪底色热情而功利。
fb8f6a9648ad47c0,头目,17042,male,middle_aged,头目,果断 | 谨慎 | 阴狠,8,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性头目，声音中等偏低，语速较慢，语气冷静而带有压迫感，咬字清晰，情绪内敛，透出杀手的阴狠与谨慎。
7fe328120b16ff47,巴迁,12103,male,adult,铁匠,直率 | 粗犷 | 朴实,8,ready,,确定人物设定：成年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性铁匠，声音低沉浑厚，语速较快，力度较强，咬字有力，带有粗犷的市井气息，说话直率，情绪底色热情而朴实。
9c7c6b7ec02183e6,张庆,19715,male,adult,弟子,谨慎 | 负责,8,ready,,确定人物设定：成年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性弟子，声音普通，语速中等，语气恭敬，回答问题时详细而谨慎，略带紧张感，体现其负责和小心。
6ed377ec050f4d34,李氏,10118,female,middle_aged,村民,朴实 | 感激,8,ready,,确定人物设定：中年女性角色，声线必须保持这一年龄与性别呈现。一位中年女性村民，声音温和朴实，语速适中，咬字清晰，带有乡村的质朴感，情绪平和友善，感激时语气真诚。
da48f1be722d3912,欧阳茂才,6005,male,elderly,名剑山庄长老,豪爽 | 慷慨 | 和蔼,8,ready,,确定人物设定：老年男性角色，声线必须保持这一年龄与性别呈现。一位老年男性武林长老，声音苍老而浑厚，语速适中，语气爽朗，带有长者的慈祥，情感底色是和蔼而豪迈，体现其慷慨与豪爽的性格。
9435dd172eeb813d,江湖侠士,19809,male,middle_aged,江湖侠士,愤慨 | 质疑 | 冲动,8,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位江湖侠士，性别不明，年龄感中年，声音中等音高，语速较快，力度较强，咬字清晰但带江湖气，情绪底色是愤怒与质疑，体现冲动直率的性格。
3583770156f966db,江湖名宿,19810,male,elderly,江湖名宿,老练 | 威严 | 谨慎 | 洞察,8,ready,,确定人物设定：老年男性角色，声线必须保持这一年龄与性别呈现。一位老年男性江湖名宿，声音低沉而苍老，语速中等，力度中等，咬字清晰稳重，情绪底色是沉稳与威严，体现老练洞察的性格。
daac7a074f7506e5,王宇,10109,male,child,村民孩子,天真 | 单纯,8,ready,,确定人物设定：儿童男性角色，声线必须保持这一年龄与性别呈现。一位小男孩，声音清脆稚嫩，语速较慢，语气天真单纯，带点撒娇，透出孩童的可爱。
e08363a74b6ecc03,王铁锤,16211,male,adult,穷山好汉,粗豪 | 冲动 | 直率,8,ready,,确定人物设定：成年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性，声音粗犷低沉，语速中等，咬字清晰，语气豪迈，自称俺，言辞直白，冲动易怒。
422508bf6277fe57,神秘客,19717,male,adult,江湖人士,神秘 | 直接,8,ready,,确定人物设定：成年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性江湖人士，声音低沉，语速中等，语气冷静而神秘，说话简洁，带交易口吻，体现其神秘和直接。
005f7b1406d7187b,蕊蕊,11703,female,young_adult,青木舫侍女,有礼 | 周到,8,ready,,确定人物设定：青年女性角色，声线必须保持这一年龄与性别呈现。一位年轻女性，声音清亮柔和，语速适中，咬字清晰，语气礼貌周到，带有恳请和感谢之意，体现侍女的身份感。
4dd44e1798198e30,裁缝-金氏,10236,female,middle_aged,裁缝,健谈 | 精明 | 略带八卦,8,ready,,确定人物设定：中年女性角色，声线必须保持这一年龄与性别呈现。一位中年女性裁缝，声音清亮，语速偏快，带着市井的亲切和精明，说话时偶尔压低声音透露八卦，咬字清晰利落，情绪底色热情而略带狡黠。
10ae4d23d99b5738,赵公子,17046,male,young_adult,公子,傲慢 | 欺软怕硬 | 易怒,8,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位年轻男性公子，声音中等音高，语速中等，语气傲慢且易怒，咬字清晰，带有书生的文雅但又不失纨绔的跋扈。
c925b24d206162f6,黑衣首领,19721,male,adult,unknown,凶悍 | 多疑 | 果断,8,ready,,确定人物设定：成年男性角色，声线必须保持这一年龄与性别呈现。成年男性，声音低沉粗犷，语速中等，能量高，咬字清晰有力，情绪以愤怒和警惕为主，带有江湖首领的威压感。
e58e0ba666576066,齐老汉,16031,male,elderly,unknown,急躁 | 警惕 | 直率,8,ready,,确定人物设定：老年男性角色，声线必须保持这一年龄与性别呈现。一位老年男性，声音苍老沙哑，音调较低，语速较快，说话急促，带着质问和警告的语气，咬字清晰但有些含糊，充满急躁和警惕的情绪。
556b22b255681c25,元木,5022,male,adult,武当弟子,老成持重,7,ready,,确定人物设定：成年男性角色，声线必须保持这一年龄与性别呈现。一位成年武当弟子，性别不明，声音沉稳，语速适中，咬字清晰，语气稳重，有老成持重之感。
cc47ab7666833dd4,吕侯,11907,male,young_adult,书生,优柔寡断 | 胆小 | 有才气,7,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位年轻男性书生，声音清朗，音调中等，语速较慢，说话时常叹气，语气犹豫不决，措辞文雅，带有书卷气，但透露出胆小和忧虑。
1028ffa80ae482e7,夜哭鬼,13300,male,adult,恶人谷弟子,自负 | 凶残 | 狡猾,7,ready,,确定人物设定：成年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性恶人谷弟子，声音低沉沙哑，语速中等，咬字清晰，语气狂妄，自称大爷，言语中透出凶残和狡猾。
e9ccf6f4a112c1ef,天龙帮头目,45154,male,adult,帮派头目,凶狠 | 有责任心 | 狡猾,7,ready,,确定人物设定：成年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性帮派头目，声音低沉，语速中等，语气凶狠，有时带有内心算计的独白，表现出凶狠和狡猾。
c76b1ae5f1baf7ae,孔四丫,19302,female,child,unknown,焦急 | 依赖父亲,7,ready,,确定人物设定：儿童女性角色，声线必须保持这一年龄与性别呈现。一位年幼女孩，声音清脆稚嫩，音调偏高，语速较快，语气中带着焦急和期盼，咬字清晰但带有童声的软糯感，情绪底色是等待父亲归来的急切。
897f57783615ff18,孙二狗,10402,male,middle_aged,村民,朴实 | 感恩 | 热情,7,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位中年男性村民，声音朴实憨厚，音调中等，语速适中，力度中等，咬字清晰带乡土味，情绪热情感激。
be8c57366b08bb18,小二,12009,male,young_adult,客栈伙计,热情 | 机灵,7,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位年轻男性客栈伙计，声音清亮，语速较快，咬字清晰，情绪热情，带有讨好的语气。
c4a5748dc8e57495,小胖,10303,male,child,程屠夫之子,天真 | 依赖 | 悲伤,7,ready,,确定人物设定：儿童男性角色，声线必须保持这一年龄与性别呈现。一位儿童男性，声音清脆稚嫩，语速中等，语气天真而悲伤，带哭腔，整体呈现孩童的脆弱感。
8af34930ce31942a,张秀才,10239,male,young_adult,秀才,文雅 | 清高 | 痴迷音律,7,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位年轻男性秀才，声音清朗，语速适中，带着文雅和清高，说话时措辞文雅，偶尔引用诗句，咬字清晰，情绪底色文雅而清高。
5b0f37b19239f40e,张老三,16024,male,middle_aged,平民,八卦 | 热情,7,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位中年男性平民，声音明亮，语速快，语气兴奋，咬字清晰，情绪热情而八卦，带市井气。
6c1a5c005dcd3395,杨大夫,16033,male,middle_aged,大夫,专业 | 直率 | 爱说教,7,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位中年男性，声音温厚，音调中等，语速中等，说话自信，带点调侃，喜欢用医学术语，咬字清晰准确，有大夫的专业感。
7ae10fd476d3ed85,桓王,19820,male,elderly,王侯,深沉 | 威严 | 老谋深算,7,ready,,确定人物设定：老年男性角色，声线必须保持这一年龄与性别呈现。一位老年男性王侯，音高较低，音色低沉浑厚，语速较慢，力度中等，咬字清晰稳重，情绪底色威严而略带感慨，带有王者深沉和老谋深算的气质。
b7e14d4843801dac,欧阳献公,6006,male,elderly,名剑山庄长老,威严 | 果断 | 豪迈,7,ready,,确定人物设定：老年男性角色，声线必须保持这一年龄与性别呈现。一位老年男性武林长老，声音苍老而有力，语速适中，语气威严，带有长者的霸气，情感底色是威严而豪迈，体现其果断与豪迈的性格。
58e46d5da6ea132e,瓷器贩子,19884,male,young_adult,merchant,健谈 | 世故,7,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性商人，声音圆滑，语速中等，带有世故和健谈的情绪，咬字清晰，有市井气息。
28c250f76c0dc6cd,由归交,19117,male,middle_aged,士兵,傲慢 | 狠辣,7,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位中年男性士兵，声音低沉，语速中等，语气傲慢，带着威胁和狠辣。
4ee68b43cd5e7c35,神秘少女,10045,female,teen,神秘少女,任性 | 敌视武当 | 狡黠,7,ready,,确定人物设定：少年女性角色，声线必须保持这一年龄与性别呈现。一位年轻少女，声音高亢，音色清亮甜美但带刺，语速较快，力度较强，咬字清晰，情绪底色轻蔑嘲讽，时而嬉笑，时而愤怒，带有邪气。
0f5112ddc25e5580,穿山蟒,45134,male,adult,山贼,急躁 | 忠诚 | 好斗,7,ready,,确定人物设定：成年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性山贼，声音粗犷，语速较快，语气强硬，对上级恭敬，表现出急躁和好斗的性格。
7cdddb0b7957332a,胡员外,19892,male,middle_aged,富商,精明 | 有威严 | 慷慨,7,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位中年男性富商，声音圆润沉稳，语速中等，措辞老练，情绪多变，时而严厉时而和善。
04de45db019c591e,舞舫舫主,17031,female,middle_aged,舞舫舫主,精明 | 热情 | 善于经营,7,ready,,确定人物设定：中年女性角色，声线必须保持这一年龄与性别呈现。一位中年女性舞舫舫主，声音圆润，语速适中，语调热情，咬字清晰，带有商人式的精明与招呼感。
6d15bd6c735580e5,船工-李陆峰,11505,male,middle_aged,船工,健谈 | 直率 | 略带市井气,7,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位中年男性船工，声音中等音高，语速偏快，音色略带沙哑和市井气，咬字清晰但随意，情绪轻松，带点江湖人的油滑和健谈感。
72262b86bc818994,苦水村村长,16100,male,elderly,村长,无奈 | 坚韧 | 悲观,7,ready,,确定人物设定：老年男性角色，声线必须保持这一年龄与性别呈现。一位老年男性村长，声音苍老沙哑，语速缓慢，语气中带着无奈和沧桑，咬字清晰但常带叹息，适合表现留守老人的悲凉。
0235314d21603500,解八殷,13105,male,middle_aged,丐帮精英弟子,朴实 | 亲如手足,7,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位丐帮弟子，性别不明，年龄感中等，声音自然朴实，音高适中，语速中等，咬字清晰，情绪底色平和，带点对美食的向往，有江湖人的质朴感。
3f60af5b469ec712,货郎,29305 | 29306 | 29501 | 28205 | 28261 | 29503 | 28242,male,young_adult,货郎,热情,7,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位行走货郎，性别未知，声音明亮，语速较快，咬字清晰，情绪热情，带有市井叫卖的吆喝感，充满活力。
e4c19bb2bc751f86,道妙,5042,male,middle_aged,武当长老,精打细算 | 亲切,7,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位中年男性，约四十至五十岁，声音温和而清晰，音调中等，语速适中，说话细致，情绪亲切而平和，符合武当长老的身份。
e21ef17eccc3ed81,钓鱼翁,10046 | 13106,male,elderly,钓鱼翁,自夸 | 热情 | 直率,7,ready,,确定人物设定：老年男性角色，声线必须保持这一年龄与性别呈现。一位老年男性，声音低沉但洪亮，语速中等偏快，咬字清晰有力，情绪高昂，带有自夸和调侃的意味，透出江湖老手的自信与豪爽。
753e49dc357a83a6,铁蛋他娘,10702,female,middle_aged,村民,慈爱 | 担忧,7,ready,,确定人物设定：中年女性角色，声线必须保持这一年龄与性别呈现。一位中年女性村民，声音柔和，语速中等，音色偏柔，咬字清晰，情绪慈爱而担忧，带有母亲的温柔和焦急。
31011964cec01142,黑衣人,11516,male,adult,神秘人,冷酷 | 寡言 | 不耐烦,7,ready,,确定人物设定：成年男性角色，声线必须保持这一年龄与性别呈现。一位男性黑衣人，声音低沉沙哑，语速缓慢，语气冰冷，咬字清晰但生硬，情绪冷漠疏离，带不耐烦的压迫感。
9d25eccb769e9290,？？？,45943,female,young_adult,江湖侠客,勇敢 | 感激 | 机敏,7,ready,,确定人物设定：青年女性角色，声线必须保持这一年龄与性别呈现。一位年轻的江湖侠客，性别未知。声音清朗，语速中等，语气礼貌，内心活动丰富。咬字清晰，情绪底色感激而警觉，带有江湖人的机敏与勇敢。
dae4f6d77477a4f8,南疆卫兵,12509,male,young_adult,卫兵,严厉 | 警惕 | 粗暴,6,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性卫兵，声音低沉粗犷，语速较快，语气强硬，带有命令和威胁的意味，情绪警惕而不耐烦。
27d4633225f9d913,宋掌柜,19835,male,middle_aged,掌柜,热情 | 精明,6,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位中年男性掌柜，音高适中，音色圆润，语速中等，力度中等，咬字清晰，情绪底色热情，带有商人的精明感。
b30d6ea08ac8db13,小二-吕大勇,16006,male,young_adult,店小二,殷勤,6,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位店小二，声音自然，语速适中，语气殷勤，带着服务客人的热情。
c14d6313650d3856,小二-尹柯,10008,male,young_adult,客栈伙计,机灵 | 客气 | 活泼,6,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位年轻男性客栈伙计，声音清亮，语速较快，说话热情客气，带点机灵和讨好。
bfea872d5097ba84,小红杏,16034,female,young_adult,风尘女子,轻浮 | 世故 | 爱笑,6,ready,,确定人物设定：青年女性角色，声线必须保持这一年龄与性别呈现。一位年轻女性，声音娇媚，音调偏高，语速较快，说话轻佻，带着笑意，用词挑逗，咬字清晰但带点嗲，充满风尘女子的世故和欢快。
10512bd3fa15fc3e,少年侠客,5017,male,young_adult,挑战者,好胜 | 冲动,6,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位年轻男性侠客，声音年轻清亮，语速较快，语气挑衅，充满好胜心，带江湖草莽气。
46509cdb8d9d08e8,山贼头目-蓝卢,10112,male,adult,山贼头目,暴躁 | 冲动,6,ready,,确定人物设定：成年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性山贼头目，声音低沉，音色粗犷，语速较快，力度较强，咬字清晰，情绪底色愤怒，语气急促。
ec7064225f36d6d1,峋谷关士兵,29452 | 29453 | 29456 | 29457 | 29458 | 29451,male,young_adult,峋谷关士兵,尽职 | 严肃,6,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性士兵，声音中等音高，语速中等，音色普通但略带沙哑，说话简短有力，咬字清晰，情绪严肃警惕，带有军人特有的命令感和威慑力。
cbb5e6c70ee39e68,恶人谷弟子,10241,male,young_adult,恶人谷弟子,粗鲁 | 胆大 | 冲动,6,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位年轻男性恶人谷弟子，声音中等音高，语速较快，语气粗鲁，带江湖气，常低声密谋，咬字重，情绪底色冲动而凶狠。
6a9ac6f11bfe6317,慕容垂云,19502,male,middle_aged,武馆馆主,自豪 | 务实,6,ready,,确定人物设定：中年男性角色，声线必须保持这一年龄与性别呈现。一位中年武馆馆主，声音沉稳有力，语速中等，咬字清晰，带有自豪感和务实态度，体现江湖人的直爽。
d9a2a0fa310a80b9,斗笠客,12014,male,adult,unknown,神秘 | 警惕 | 果断,6,ready,,确定人物设定：成年男性角色，声线必须保持这一年龄与性别呈现。一位身份不明的江湖客，声音低沉而略带沙哑，语速中等，咬字清晰，语气冷静而带有警惕和威胁感，仿佛随时准备出手。
a7f2f02aba62cb7c,朱量,45183,male,young_adult,山贼,暴躁 | 果断 | 有领导力,6,ready,,确定人物设定：青年男性角色，声线必须保持这一年龄与性别呈现。一位成年男性山贼，声音粗犷，语速中等，语气强硬，常以命令式说话，表现出暴躁和果断的性格。
